Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
18	1	2019	9.10100708	25.52999268	0	4.2
19	1	2019	9.602990723	29.77498779	0.01	4.8
20	1	2019	11.40899048	30.18300781	0.17	4.8
21	1	2019	12.75301514	30.07799683	0.01	4.7
22	1	2019	12.35698853	29.83400879	0	4.7
23	1	2019	11.77401123	27.4210144	0.01	4.3
24	1	2019	12.53200684	24.65200195	0.11	3.9
25	1	2019	11.02001343	25.21898804	0.08	4.1
26	1	2019	11.64199219	28.07000122	0	4.5
27	1	2019	14.14400635	26.18200073	0.25	4
28	1	2019	12.46599731	24.70998535	0.13	3.9
29	1	2019	11.63799438	26.2289978	0.28	4.3
30	1	2019	14.13201294	27.86800537	0.04	4.4
31	1	2019	12.34499512	24.14699707	0	3.9
1	2	2019	11.63799438	24.41799316	0	4
2	2	2019	11.58400879	24.12700806	0.12	4
3	2	2019	10.3170105	24.79500732	0.01	4.2
4	2	2019	10.53499756	26.87700806	0	4.6
5	2	2019	11.94500122	30.3539978	0	5.1
6	2	2019	13.23500977	31.63601074	0	5.2
7	2	2019	12.82299194	31.4460083	0.06	5.2
8	2	2019	15.90700684	34.13799438	0.07	5.5
9	2	2019	16.7499939	27.98800049	0.01	4.3
10	2	2019	14.33400879	23.66900024	0	3.8
11	2	2019	12.83098755	27.91500244	0	4.7
12	2	2019	14.23299561	25.59200439	0	4.2
13	2	2019	12.24801025	25.35100708	0.02	4.3
14	2	2019	12.18999634	30.18700562	0.11	5.2
15	2	2019	17.91600952	35.50100098	0	5.8
16	2	2019	16.83599243	31.9039856	1.05	5.2
17	2	2019	17.91201172	40.20598755	0.03	6.8
18	2	2019	18.01299438	33.2789856	0.01	5.4
19	2	2019	14.09301147	24.42998657	0	4.1
20	2	2019	12.5079895	23.83199463	0	4.1
21	2	2019	11.10601196	24.98598633	0	4.5
22	2	2019	10.62801514	29.89199219	0	5.5
23	2	2019	12.45400391	23.26500854	0	4.1
24	2	2019	10.43401489	23.89400635	0	4.4
25	2	2019	10.81099854	27.56499634	0	5.1
26	2	2019	13.41698608	33.52800903	0	6.1
27	2	2019	14.31099854	26.2789856	0	4.6
28	2	2019	13.2000061	28.16698608	0.01	5.1
1	3	2019	16.30700073	33.69500122	0	6
2	3	2019	14.54400024	24.75600586	0	4.3
3	3	2019	12.65599976	23.7579895	0	4.3
4	3	2019	11.65801392	23.71199951	0	4.4
5	3	2019	12.06499634	26.85	0	5
6	3	2019	12.5119873	28.12398682	0	5.3
7	3	2019	13.15300903	32.35900269	0	6.1
8	3	2019	17.40300903	34.39400635	0.54	6.2
9	3	2019	17.07698975	34.80599365	2.02	6.3
10	3	2019	17.48400269	34.80599365	0	6.3
11	3	2019	17.24700317	33.24801025	0	6
12	3	2019	15.09200439	34.63500366	0.02	6.6
13	3	2019	14.90499268	25.16799316	0.25	4.5
14	3	2019	12.69100342	28.3539978	0.01	5.5
15	3	2019	14.62099609	25.7000061	0.03	4.7
16	3	2019	12.49700317	28.0039917	0	5.5
17	3	2019	13.87200317	25.91799316	0	4.9
18	3	2019	13.69298706	27.11400757	1.89	5.2
19	3	2019	14.50899658	29.10299072	0.02	5.6
20	3	2019	12.28301392	23.81600342	0.02	4.7
21	3	2019	11.98000488	25.8210083	0.01	5.2
22	3	2019	13.99599609	29.02999268	0.01	5.7
23	3	2019	19.35698853	35.51299438	0	6.6
24	3	2019	15.6039978	26.95900879	0	5.1
25	3	2019	14.26000366	24.43401489	0	4.7
26	3	2019	12.66799316	26.8539978	0	5.4
27	3	2019	13.0750061	28.76101074	0	5.8
28	3	2019	14.225	30.14400635	0	6
29	3	2019	14.11998901	30.49801025	0	6.2
30	3	2019	14.69500122	31.97399292	0.23	6.5
31	3	2019	15.02199707	32.92998657	0.4	6.7
1	4	2019	16.10500488	32.09099731	0.1	6.4
2	4	2019	15.67400513	32.4789978	0.02	6.5
3	4	2019	15.95400391	34.31600342	0.03	7
4	4	2019	17.43401489	35.59499512	0.17	7.2
5	4	2019	19.88100586	36.80999146	4.73	7.2
6	4	2019	18.56398926	34.77098999	0.11	6.9
7	4	2019	16.90599976	33.09301147	0	6.7
8	4	2019	19.66799316	30.7579895	0	5.7
9	4	2019	17.34899292	30.82399902	0	6.1
10	4	2019	18.19899902	33.74199829	0	6.7
11	4	2019	19.11998901	34.35100708	0	6.8
12	4	2019	17.63601074	33.67901001	0	6.8
13	4	2019	17.64800415	33.80001221	0.01	6.9
14	4	2019	18.8130127	36.70598755	0.26	7.5
15	4	2019	24.8539978	39.55300293	0	7.5
16	4	2019	21.61800537	32.96499023	0.39	6.1
17	4	2019	19.69500122	34.38601074	0	6.8
18	4	2019	20.57299194	35.98299561	0	7.2
19	4	2019	20.71999512	33.53600464	0	6.5
20	4	2019	18.74300537	34.2499939	0	7
21	4	2019	18.43599854	33.99401245	0	7
22	4	2019	18.14098511	34.81798706	0.01	7.2
23	4	2019	18.35799561	36.04500732	0	7.5
24	4	2019	19.49700317	37.28399048	0.06	7.8
25	4	2019	20.31200562	36.78701172	0.02	7.5
26	4	2019	19.32198486	31.02199707	0	6.1
27	4	2019	17.88799438	29.48400269	0.15	5.9
28	4	2019	17.25899658	30.52498779	0	6.3
29	4	2019	16.90999756	31.34899292	0.03	6.6
30	4	2019	17.88500366	32.97600708	2.15	6.9
1	5	2019	18.42800293	33.16698608	1.24	6.9
2	5	2019	17.91600952	33.49300537	0.02	7.1
3	5	2019	19.19799194	35.57900391	0	7.5
4	5	2019	19.58199463	36.11098633	0.01	7.6
5	5	2019	20.12600098	36.65099487	0.1	7.7
6	5	2019	20.80599365	38.08498535	0.02	8
7	5	2019	20.8869873	37.83599243	0	7.9
8	5	2019	19.16600952	36.93499146	0	7.9
9	5	2019	19.93200073	37.38500366	0	8
10	5	2019	22.16900024	37.70800171	0	7.7
11	5	2019	21.18300781	36.56200562	0	7.6
12	5	2019	20.6	35.64501343	0	7.4
13	5	2019	19.92800293	35.29900513	0.02	7.4
14	5	2019	20.35100708	34.6039978	0.02	7.1
15	5	2019	19.92400513	37.37398682	0	8
16	5	2019	20.50301514	39.83999023	1.11	8.6
17	5	2019	21.71499023	40.87398682	0	8.8
18	5	2019	22.35601196	40.4500061	0	8.6
19	5	2019	22.89199219	41.33199463	0	8.8
20	5	2019	23.59499512	41.55700073	0	8.8
21	5	2019	23.57900391	41.82198486	0	8.9
22	5	2019	24.8460022	41.57698975	0	8.6
23	5	2019	25.11800537	40.61300049	0	8.3
24	5	2019	22.9500061	40.19399414	0	8.5
25	5	2019	22.18499146	39.14098511	0	8.3
26	5	2019	21.27999268	39.64598999	0	8.6
27	5	2019	22.83400879	40.14699707	0	8.5
28	5	2019	23.07399902	40.84301147	0	8.7
29	5	2019	23.08599243	41.35500488	0	8.9
30	5	2019	24.29799805	39.1920105	0	8
31	5	2019	23.15999756	38.06499634	0	7.9
1	6	2019	22.63900146	37.01598511	0	7.6
2	6	2019	21.80800781	37.27700195	0.04	7.8
3	6	2019	23.89000854	38.05001221	0	7.8
4	6	2019	23.0119873	39.21499023	0	8.2
5	6	2019	23.7579895	39.83999023	0	8.3
6	6	2019	24.19298706	40.89299927	0	8.6
7	6	2019	25.05599365	41.67800293	0	8.7
8	6	2019	25.53701172	41.51500854	0	8.6
9	6	2019	26.70299683	40.55498657	0	8.1
10	6	2019	25.98800049	41.36300049	0	8.5
11	6	2019	25.17199097	41.13799438	0	8.5
12	6	2019	25.31600342	40.975	0	8.5
13	6	2019	24.46499023	38.74898682	0	7.9
14	6	2019	23.61000977	38.32900391	0	7.9
15	6	2019	23.86699829	39.0670105	0	8.1
16	6	2019	22.9500061	35.89000854	0	7.2
17	6	2019	23.63799438	36.21199951	0	7.2
18	6	2019	24.64000854	37.41298828	0	7.4
19	6	2019	24.63601074	38.05700073	0	7.7
20	6	2019	23.96801147	36.92299805	0	7.4
21	6	2019	22.21999512	35.67998657	0	7.3
22	6	2019	22.74801025	36.43700562	0	7.5
23	6	2019	21.90099487	38.56600342	0	8.3
24	6	2019	23.24099121	41.47200928	0	8.9
25	6	2019	25.26900635	42.41600952	0	8.9
26	6	2019	25.57601318	41.65099487	0	8.6
27	6	2019	24.51598511	40.31398926	0	8.4
28	6	2019	24.62099609	39.61901245	0	8.1
29	6	2019	24.24001465	38.63201294	0	7.9
30	6	2019	23.49401245	38.48500977	0	8
1	7	2019	23.26500854	39.00100098	0	8.1
2	7	2019	22.69399414	38.67901001	0	8.1
3	7	2019	23.1289917	36.51900635	0	7.4
4	7	2019	22.06798706	35.27199707	0	7.2
5	7	2019	22.30498657	36.51900635	0	7.5
6	7	2019	21.65999756	36.62801514	0	7.6
7	7	2019	21.975	37.14400635	0	7.7
8	7	2019	23.31499634	38.65599976	0	8
9	7	2019	23.55599365	38.53099976	0	7.9
10	7	2019	22.98900757	37.29198608	0	7.6
11	7	2019	22.04900513	37.16799316	0	7.8
12	7	2019	21.46999512	38.17400513	0	8.1
13	7	2019	22.47200928	39.09099731	0	8.2
14	7	2019	24.74898682	38.91201172	0	7.8
15	7	2019	23.53701172	38.53099976	0	7.9
16	7	2019	23.51299438	39.03200684	0	8
17	7	2019	25.79799805	41.08300171	0	8.3
18	7	2019	26.43099365	41.60799561	0	8.4
19	7	2019	25.10201416	39.94500122	0	8
20	7	2019	23.44698486	38.73699341	0	7.9
21	7	2019	22.56600342	37.63399658	0	7.7
22	7	2019	21.60601196	38.17800293	0	8
23	7	2019	22.83699951	39.90599976	0	8.4
24	7	2019	24.14299927	38.39901123	0	7.7
25	7	2019	23.33498535	34.35500488	0	6.6
26	7	2019	21.84700928	32.09798584	0	6.1
27	7	2019	21.26000366	33.58999023	0	6.7
28	7	2019	22.04500732	33.86599121	0	6.6
29	7	2019	20.44100342	33.77300415	0	6.9
30	7	2019	19.58999023	34.07601318	0	7.1
31	7	2019	19.84200439	33.69500122	0	6.9
1	8	2019	19.95101318	34.15300903	0	7
2	8	2019	21.20998535	33.37600098	0	6.6
3	8	2019	20.1920105	32.04799805	0	6.3
4	8	2019	19.39598999	31.4999939	0	6.3
5	8	2019	18.28099976	30.90999756	0	6.3
6	8	2019	18.05199585	30.08199463	0	6.1
7	8	2019	17.14699707	30.37398682	0	6.3
8	8	2019	17.98198853	31.83001099	0	6.6
9	8	2019	19.9710022	34.04500732	0	6.9
10	8	2019	21.03499756	34.17699585	0	6.8
11	8	2019	19.96300659	32.80498657	0	6.5
12	8	2019	20.05999146	33.60601196	0	6.7
13	8	2019	19.98598633	32.89098511	0	6.5
14	8	2019	19.57000122	32.12200317	0	6.3
15	8	2019	20.05199585	32.14901123	0	6.2
16	8	2019	18.56398926	31.47298584	0	6.3
17	8	2019	18.61901245	31.08400879	0	6.2
18	8	2019	18.63799438	30.24498901	0	5.9
19	8	2019	18.4710022	30.99898682	0	6.1
20	8	2019	20.39000854	33.06200562	0	6.4
21	8	2019	21.975	37.04000244	0	7.2
22	8	2019	23.14000854	40.0039917	0	7.9
23	8	2019	21.41201172	29.67000732	0	5.2
24	8	2019	19.47701416	29.58901367	0	5.5
25	8	2019	18.14501343	29.3789917	0	5.7
26	8	2019	17.08800659	27.87600098	0	5.4
27	8	2019	14.72600708	27.50301514	0	5.6
28	8	2019	14.9789978	28.43099365	0	5.8
29	8	2019	17.48101196	29.73699341	0	5.8
30	8	2019	18.17598877	28.67598877	0	5.4
31	8	2019	19.94298706	26.86599121	0	4.6
1	9	2019	16.80098877	26.41100464	0	5
2	9	2019	15.71700439	25.96801147	0	5
3	9	2019	16.71499023	24.2789856	0	4.4
4	9	2019	15.98101196	25.63100586	0	4.9
5	9	2019	14.91298828	23.82000122	0	4.6
6	9	2019	13.50301514	26.4500061	0	5.4
7	9	2019	14.34200439	27.54198608	0	5.5
8	9	2019	14.74199829	28.6289917	0	5.7
9	9	2019	15.85698853	25.09798584	0	4.7
10	9	2019	14.08498535	25.39000854	0	5
11	9	2019	13.46401367	27.6	0	5.5
12	9	2019	14.76500854	26.32198486	0	5.1
13	9	2019	14.95598755	26.26000366	0	5
14	9	2019	14.58699951	25.53701172	0	4.9
15	9	2019	14.26400146	24.89998779	0	4.8
16	9	2019	14.35698853	26.28301392	0	5.1
17	9	2019	13.98400269	24.86501465	0	4.8
18	9	2019	12.17000732	25.03600464	0	5
19	9	2019	11.20299683	27.90300903	0	5.7
20	9	2019	12.13900146	28.05800781	0	5.6
21	9	2019	11.50200806	28.83498535	0	5.8
22	9	2019	12.53899536	29.25899658	0	5.8
23	9	2019	11.41298828	28.6329895	0	5.7
24	9	2019	11.03600464	27.47200928	0	5.5
25	9	2019	11.39299927	25.27700195	0	5
26	9	2019	11.55300293	23.05901489	0	4.5
27	9	2019	12.80300293	23.10500488	0	4.3
28	9	2019	11.60299072	25.30401001	0	4.9
29	9	2019	11.8210083	26.75701294	0	5.2
30	9	2019	11.51400146	27.51799927	0	5.3
1	10	2019	11.55700073	27.72399292	0	5.3
2	10	2019	11.8250061	27.83699951	0	5.3
3	10	2019	11.56798706	25.49498901	0	4.9
4	10	2019	10.81099854	24.33300171	0	4.7
5	10	2019	11.66500244	28.61800537	0	5.4
6	10	2019	12.60900269	23.0630127	0	4.2
7	10	2019	10.82601318	21.50100098	0	4.1
8	10	2019	11.2960144	22.15801392	0	4.1
9	10	2019	12.10799561	27.20400391	0	5
10	10	2019	12.79198608	25.38201294	0	4.6
11	10	2019	12.19399414	25.04000244	0	4.5
12	10	2019	12.59798584	23.36998901	0	4.2
13	10	2019	11.4789978	21.95198975	0	4
14	10	2019	9.972009277	22.57299194	0	4.2
15	10	2019	11.59499512	26.47298584	0	4.8
16	10	2019	14.47399292	25.99199829	0	4.4
17	10	2019	14.7960144	29.1539856	0	5
18	10	2019	12.06899414	22.13399658	0	3.9
19	10	2019	9.003991699	20.80999146	0	3.9
20	10	2019	8.180993652	24.1	0	4.5
21	10	2019	9.933007813	22.29000244	0	4.1
22	10	2019	7.80401001	21.37700806	0	4.1
23	10	2019	8.094995117	21.43099365	0	4
24	10	2019	13.00899658	18.41298828	0	3
25	10	2019	13.97298584	19.26400146	0	3.1
26	10	2019	9.322991943	16.0119873	0	3
27	10	2019	12.03753078	12.93200073	0	2
28	10	2019	12.45952785	14.07799683	0	2.2
29	10	2019	11.29253566	17.61699829	0	3
30	10	2019	9.59899292	19.33699951	0	3.4
31	10	2019	10.97799072	21.18300781	0	3.6
1	11	2019	7.978997803	20.01699219	0	3.7
2	11	2019	6.241998291	20.91100464	0	3.9
3	11	2019	9.183007813	21.29100952	0	3.7
4	11	2019	7.800012207	17.8539978	0	3.3
5	11	2019	8.017999268	14.80800781	0	2.8
6	11	2019	5.938989258	16.82799683	0.01	3.3
7	11	2019	4.22600708	15.98900757	0	3.3
8	11	2019	6.829003906	16.77700195	0	3.2
9	11	2019	11.02401123	17.39501343	0	2.9
10	11	2019	7.865991211	14.35	0	2.7
11	11	2019	7.745996094	14.33001099	0	2.7
12	11	2019	6.412988281	14.93200073	0	2.9
13	11	2019	7.618524433	14.73000488	0.02	2.8
14	11	2019	8.071527363	14.70699463	0.03	2.7
15	11	2019	8.099542499	15.29699097	0.01	2.8
16	11	2019	5.336999512	16.88601074	0.01	3.2
17	11	2019	5.115991211	17.46099243	0	3.3
18	11	2019	5.530999756	17.17800293	0.2	3.2
19	11	2019	4.933007813	17.13900146	0.13	3.2
20	11	2019	8.457544208	16.50600586	0	2.9
21	11	2019	8.675531269	17.39098511	0	3
22	11	2019	9.296533466	18.56798706	3.11	3.1
23	11	2019	9.652521015	18.80498657	11.77	3.1
24	11	2019	6.576013184	22.30098877	0.05	3.8
25	11	2019	10.86901245	23.65300903	0.59	3.7
26	11	2019	4.320001221	13.71599731	0.52	2.8
27	11	2019	9.190545917	14.02700195	0.03	2.5
28	11	2019	8.73851955	16.2960144	0	2.8
29	11	2019	8.705010986	15.16900024	0	2.6
30	11	2019	7.027001953	14.59398804	0	2.7
1	12	2019	7.097009277	15.13799438	0	2.7
2	12	2019	5.05401001	16.95598755	0	3.1
3	12	2019	5.671014404	16.77700195	0	3
4	12	2019	7.734002686	15.49199829	0	2.7
5	12	2019	8.045007324	17.6710144	0	3
6	12	2019	6.774987793	18.31200562	0	3.2
7	12	2019	6.719995117	19.85799561	0	3.4
8	12	2019	5.581994629	20.8250061	0	3.6
9	12	2019	7.667993164	23.23800049	0	3.8
10	12	2019	8.696984863	16.05498657	0	2.7
11	12	2019	5.570001221	16.87099609	0	3
12	12	2019	4.886987305	17.45699463	0	3.1
13	12	2019	5.605004883	20.29699097	0	3.5
14	12	2019	9.408013916	21.33400879	0	3.4
15	12	2019	8.290002441	19.39199219	0	3.2
16	12	2019	7.35	19.29500732	0.09	3.2
17	12	2019	9.020013428	22.40999756	0.02	3.5
18	12	2019	13.05199585	23.03899536	0	3.3
19	12	2019	9.835992432	19.73000488	0	3.1
20	12	2019	8.080010986	21.15499268	0	3.4
21	12	2019	10.78701172	24.87301025	0	3.8
22	12	2019	14.35	23.11699829	0	3.2
23	12	2019	7.232995605	16.43599854	0	2.9
24	12	2019	4.72399292	16.59499512	0	3
25	12	2019	6.674005127	16.67998657	0	2.9
26	12	2019	8.997003174	15.96199951	0	2.7
27	12	2019	7.189996338	16.79299316	0	2.9
28	12	2019	6.727990723	16.96801147	0	3
29	12	2019	7.900994873	18.40899048	0	3.1
30	12	2019	10.08400879	16.51699219	0	2.7
31	12	2019	6.468011475	15.2000061	0	2.8
1	1	2020	7.532006836	16.7000061	0	2.9
2	1	2020	6.09899292	16.37301025	4.82	2.9
3	1	2020	8.153985596	14.18300781	0	2.5
4	1	2020	4.878991699	17.13900146	0	3.1
5	1	2020	6.405999756	21.17501221	3.94	3.6
6	1	2020	7.753991699	16.64199219	16.65	2.9
7	1	2020	4.751000977	16.83199463	0.23	3.1
8	1	2020	8.080010986	15.33199463	0.98	2.7
9	1	2020	5.695001221	18.44399414	0.45	3.3
10	1	2020	6.405999756	19.04198608	0.11	3.3
11	1	2020	7.606011963	20.42901001	0	3.4
12	1	2020	7.334008789	22.6	1.42	3.8
13	1	2020	8.6	26.7960144	0	4.3
14	1	2020	12.42699585	26.90899048	0	4.1
15	1	2020	9.745996094	20.67000732	2.62	3.4
16	1	2020	8.764001465	22.27800903	0.05	3.7
17	1	2020	8.063989258	25.99599609	0	4.3
18	1	2020	10.5079895	27.45598755	0	4.4
19	1	2020	10.92699585	28.99498901	0	4.6
20	1	2020	13.97701416	31.99001465	0	4.9
21	1	2020	11.78600464	23.57601318	0	3.7
22	1	2020	13.20699463	29.00200806	1.24	4.5
23	1	2020	13.59200439	29.5460144	0	4.6
24	1	2020	13.51799927	27.42501221	0	4.2
25	1	2020	11.60299072	28.6329895	0.94	4.6
26	1	2020	19.05800781	37.71199951	0.12	5.7
27	1	2020	9.291986084	23.33098755	0.35	3.9
28	1	2020	7.171014404	20.0289856	0.05	3.6
29	1	2020	8.954003906	18.77001343	0.01	3.3
30	1	2020	6.64598999	18.58001099	0.09	3.4
31	1	2020	7.162988281	18.86000977	0.07	3.5
1	2	2020	7.391992188	20.87600098	0.01	3.8
2	2	2020	8.115014648	20.5960022	0.08	3.7
3	2	2020	8.472009277	20.72399292	0.33	3.7
4	2	2020	7.878015137	22.3869873	2.12	4
5	2	2020	8.92699585	25.09099731	0	4.4
6	2	2020	11.52199707	28.53200684	0.01	4.8
7	2	2020	13.57698975	32.51799927	0.06	5.4
8	2	2020	10.35601196	21.30300293	0.26	3.7
9	2	2020	8.887994385	22.55800781	5.9	4
10	2	2020	7.912988281	26.83901367	1.73	4.9
11	2	2020	9.67598877	28.89400635	0	5.1
12	2	2020	10.76000366	27.8250061	0	4.9
13	2	2020	10.99300537	21.78099976	0	3.8
14	2	2020	10.11901245	22.08001099	0.04	3.9
15	2	2020	10.4999939	26.68300781	0.11	4.7
16	2	2020	10.00301514	28.95198975	0	5.2
17	2	2020	15.1539856	28.67998657	3.06	4.7
18	2	2020	12.08901367	24.05300293	1.61	4.2
19	2	2020	10.08800659	22.79100952	1.02	4.2
20	2	2020	9.504998779	23.05498657	0.06	4.3
21	2	2020	9.300012207	24.00301514	0.27	4.5
22	2	2020	13.08699951	32.02800903	0.09	5.7
23	2	2020	14.95598755	30.54500732	0.02	5.3
24	2	2020	12.15899048	23.67699585	0.18	4.2
25	2	2020	11.0750061	21.9210144	0	4
26	2	2020	10.05300293	24.41500244	0	4.6
27	2	2020	10.48800049	27.72799072	0.01	5.2
28	2	2020	13.2000061	33.24001465	0	6.1
29	2	2020	15.86800537	32.16799316	0.09	5.7
1	3	2020	12.92000732	26.01101074	0	4.7
2	3	2020	11.03600464	24.62099609	0	4.6
3	3	2020	10.97799072	24.85698853	0	4.7
4	3	2020	11.10601196	27.28899536	0	5.2
5	3	2020	15.52300415	34.52199707	0	6.3
6	3	2020	13.78600464	25.35500488	0	4.6
7	3	2020	11.62999878	24.55401001	0	4.7
8	3	2020	10.75200806	25.75899658	0	5
9	3	2020	12.18999634	29.70501099	0.58	5.7
10	3	2020	14.24898682	34.27401123	1.15	6.5
11	3	2020	16.15599976	37.73500977	0.3	7.1
12	3	2020	18.2960144	38.25899658	0.04	7.1
13	3	2020	15.56200562	24.79100952	0.05	4.4
14	3	2020	13.8210083	26.82698975	0	5
15	3	2020	13.61199341	27.07900391	0	5.1
16	3	2020	13.16100464	27.86000977	0.02	5.4
17	3	2020	13.39800415	27.74001465	0.06	5.3
18	3	2020	12.29500732	29.18499146	0.25	5.8
19	3	2020	12.14699707	30.64598999	0.29	6.1
20	3	2020	12.36800537	32.17998657	1.06	6.5
21	3	2020	14.06600342	32.49801025	1.26	6.4
22	3	2020	15.16900024	33.99801025	0	6.7
23	3	2020	16.22200928	34.53399048	0.01	6.7
24	3	2020	17.80300293	33.6329895	0.24	6.4
25	3	2020	16.0039917	33.33001099	1.63	6.5
26	3	2020	15.63500366	32.33498535	12.35	6.3
27	3	2020	14.88601074	30.66100464	0.12	6.1
28	3	2020	14.27999268	28.225	0	5.6
29	3	2020	12.62099609	28.42000732	0	5.8
30	3	2020	14.90099487	31.13900146	0	6.2
31	3	2020	16.24099121	32.57601318	0.02	6.5
1	4	2020	16.99898682	32.36300049	0	6.3
2	4	2020	18.04000244	34.3789917	0	6.7
3	4	2020	18.72799072	34.9999939	0.21	6.8
4	4	2020	22.12700806	36.4999939	0.02	6.8
5	4	2020	24.60900269	36.36000977	0	6.4
6	4	2020	24.38399658	38.5079895	0.35	7.1
7	4	2020	24.41500244	39.1369873	0.06	7.3
8	4	2020	24.48500977	41.38601074	0.58	7.9
9	4	2020	21.85100708	41.24300537	0.07	8.2
10	4	2020	18.35799561	30.74300537	0.69	5.9
11	4	2020	17.39501343	35.24498901	1.47	7.2
12	4	2020	21.73000488	33.95101318	4.85	6.3
13	4	2020	20.35100708	32.23400269	19.41	6.1
14	4	2020	19.83901367	33.13601074	1.42	6.4
15	4	2020	20.48000488	37.12099609	0	7.4
16	4	2020	20.51400146	31.07299194	0	5.8
17	4	2020	18.64998779	32.56798706	0.39	6.5
18	4	2020	17.68999634	32.04400024	0	6.5
19	4	2020	20.17299805	36.93898926	0	7.5
20	4	2020	21.53200684	34.34398804	0.41	6.6
21	4	2020	19.64400635	29.51900635	0.01	5.6
22	4	2020	18.38201294	29.91100464	0.37	5.9
23	4	2020	18.43999634	30.31899414	0	6
24	4	2020	16.92501221	31.97799072	0	6.7
25	4	2020	17.86098633	32.78600464	0.06	6.8
26	4	2020	17.89199219	33.64400635	0	7
27	4	2020	18.77401123	33.30999146	0	6.8
28	4	2020	18.71599731	33.50100098	0	6.9
29	4	2020	19.97799072	33.85	0	6.8
30	4	2020	18.72399292	33.92400513	0	7
1	5	2020	18.82900391	34.02098999	0	7.1
2	5	2020	19.18599854	35.86998901	0	7.5
3	5	2020	19.64000854	36.01400146	0	7.5
4	5	2020	20.15300903	37.49801025	0	7.9
5	5	2020	21.65999756	39.43599854	0	8.2
6	5	2020	23.33098755	40.19799194	0	8.3
7	5	2020	24.59700928	39.84798584	0.01	7.9
8	5	2020	22.97701416	38.66298828	0	7.9
9	5	2020	22.2000061	35.50100098	0	7.1
10	5	2020	21.225	33.77300415	0.06	6.7
11	5	2020	20.1960083	36.68599854	0.01	7.7
12	5	2020	25.8749939	41.23900757	0	8.2
13	5	2020	21.95998535	36.04900513	0	7.3
14	5	2020	20.48699341	32.20299683	0	6.4
15	5	2020	20.91500244	31.96999512	0	6.3
16	5	2020	19.90099487	34.9380127	0	7.3
17	5	2020	20.42901001	36.87999878	0	7.8
18	5	2020	21.76101074	38.62801514	0	8.1
19	5	2020	22.02199707	39.79000244	0	8.5
20	5	2020	21.88201294	40.95900879	0	8.9
21	5	2020	23.77001343	41.10698853	0	8.6
22	5	2020	23.45101318	39.4210144	0	8.2
23	5	2020	23.36998901	38.58599243	1.75	7.9
24	5	2020	23.05498657	37.66900024	1.94	7.7
25	5	2020	22.79500732	37.80901489	13.18	7.8
26	5	2020	22.07198486	36.62398682	4	7.5
27	5	2020	21.20998535	35.58300171	0.49	7.4
28	5	2020	20.70101318	36.53899536	0	7.7
29	5	2020	21.50100098	38.58599243	0	8.3
30	5	2020	23.12099609	39.77401123	0	8.4
31	5	2020	23.80901489	40.24401245	0	8.4
1	6	2020	24.68999634	40.61000977	0	8.4
2	6	2020	24.05700073	39.73900757	0	8.2
3	6	2020	24.74498901	40.09700928	0	8.2
4	6	2020	24.54699097	40.08498535	0	8.3
5	6	2020	23.5289856	39.67699585	0	8.3
6	6	2020	23.40899048	39.84398804	0.01	8.4
7	6	2020	24.0960022	40.4500061	0	8.5
8	6	2020	24.17000732	40.11998901	0	8.3
9	6	2020	25.38201294	41.34398804	0.07	8.5
10	6	2020	25.0710083	41.23101196	0	8.6
11	6	2020	25.28099976	41.61599121	0	8.6
12	6	2020	25.73198853	42.56398926	0	8.9
13	6	2020	24.84200439	41.84099731	0	8.8
14	6	2020	23.68401489	41.28200684	0	8.8
15	6	2020	24.61699829	38.02599487	0	7.6
16	6	2020	23.2960144	34.1920105	0	6.7
17	6	2020	21.69899902	34.34798584	0	7
18	6	2020	21.83901367	34.53798828	0	7
19	6	2020	21.52401123	35.3460022	0	7.3
20	6	2020	21.72600708	36.82198486	0	7.7
21	6	2020	22.46499023	39.43599854	0	8.4
22	6	2020	24.64800415	38.02999268	0	7.6
23	6	2020	23.37700806	33.8460022	0	6.5
24	6	2020	21.68401489	33.64800415	0	6.8
25	6	2020	21.05401001	34.40599976	0	7.1
26	6	2020	21.07799683	35.61000977	0	7.5
27	6	2020	21.93200073	36.51500854	0	7.6
28	6	2020	22.13799438	36.12301025	0	7.5
29	6	2020	21.6249939	34.12200317	0	6.9
30	6	2020	20.53399048	35.45900879	0	7.5
1	7	2020	22.97701416	34.11800537	0.13	6.7
2	7	2020	21.93200073	33.54299316	0	6.7
3	7	2020	21.95198975	34.11800537	0.02	6.8
4	7	2020	21.23699341	35.38500366	0	7.4
5	7	2020	21.72600708	36.62398682	0	7.6
6	7	2020	22.43300781	35.98699341	0	7.3
7	7	2020	22.14598999	35.52800903	0	7.2
8	7	2020	22.24300537	34.98101196	0	7.1
9	7	2020	21.47799072	34.5960022	0	7.1
10	7	2020	20.91100464	36.32900391	0	7.7
11	7	2020	21.99801025	35.92501221	0	7.4
12	7	2020	21.6249939	35.19100342	0	7.2
13	7	2020	21.54000244	36.17699585	0	7.5
14	7	2020	22.01799927	34.2000061	0	6.8
15	7	2020	20.67400513	34.91900024	0	7.2
16	7	2020	19.95900879	36.3829895	0	7.8
17	7	2020	21.50499878	36.96599731	0	7.7
18	7	2020	22.63900146	34.83300171	0	6.9
19	7	2020	21.9789978	34.97701416	0	7
20	7	2020	21.93599854	36.23900757	0	7.4
21	7	2020	23.50600586	34.73598633	0.02	6.7
